Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
67th Match (N),Wankhede,17-May-2024,17-May-2024,Arshad Khan,LSG,20.82,0,- 1.11,- 2.55,0/11,-,23.38,1,0,11
67th Match (N),Wankhede,17-May-2024,17-May-2024,Marcus Stoinis,LSG,20.06,28,24.95,20.06,-,-,0,22,0,0
67th Match (N),Wankhede,17-May-2024,17-May-2024,Nehal Wadhera,MI,10.2,1,0.67,- 2.32,0/13,-,12.53,3,0,13
67th Match (N),Wankhede,17-May-2024,17-May-2024,Mohsin Khan,LSG,10.14,0,-,0,1/45,0.73,10.14,0,1,45
67th Match (N),Wankhede,17-May-2024,17-May-2024,Arjun Tendulkar,MI,7.7,0,-,0,0/22,-,7.7,0,0,22
67th Match (N),Wankhede,17-May-2024,17-May-2024,Dewald Brevis,MI,3.99,23,14.51,3.99,-,-,0,20,0,0
67th Match (N),Wankhede,17-May-2024,17-May-2024,Deepak Hooda,LSG,3.31,11,8.64,3.31,-,-,0,9,0,0
67th Match (N),Wankhede,17-May-2024,17-May-2024,Hardik Pandya,MI,0.17,16,13.94,6.32,0/27,-,- 6.15,13,0,27
67th Match (N),Wankhede,17-May-2024,17-May-2024,Romario Shepherd,MI,- 1.11,1,1,0.31,0/30,-,- 1.42,1,0,30
67th Match (N),Wankhede,17-May-2024,17-May-2024,Devdutt Padikkal,LSG,- 2.19,0,- 0.84,- 2.19,-,-,0,1,0,0
67th Match (N),Wankhede,17-May-2024,17-May-2024,Matt Henry,LSG,- 2.48,0,-,0,0/24,-,- 2.48,0,0,24
67th Match (N),Wankhede,17-May-2024,17-May-2024,Ishan Kishan,MI,- 4.52,14,8.6,- 4.52,-,-,0,15,0,0
67th Match (N),Wankhede,17-May-2024,17-May-2024,Suryakumar Yadav,MI,- 7.8,0,- 3.43,- 7.8,-,-,0,3,0,0
67th Match (N),Wankhede,17-May-2024,17-May-2024,Anshul Kamboj,MI,- 16.83,0,-,0,0/48,-,- 16.83,0,0,48
