Innings,Venue,Start_Date,End_Date,Player_Name,Team,Total_Impact,Runs,Impact_Runs,Batting_Impact,Bowl,Impact_Wickets,Bowling_Impact,Balls_Faced,Wickets,Runs_Conceded
25th Match (N),Wankhede,11-April-2024,11-April-2024,Virat Kohli,RCB,- 22.05,3,- 8.46,- 22.05,-,-,0,9,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Kuldeep Yadav,DC,114.05,0,-,0,3/20,4.58,114.05,0,3,20
26th Match (N),Lucknow,12-April-2024,12-April-2024,Ayush Badoni,LSG,68.33,55,64.42,68.33,-,-,0,35,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Jake Fraser-McGurk,DC,54.95,55,54.73,54.95,-,-,0,35,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Ravi Bishnoi,LSG,53.73,0,-,0,2/25,2.33,53.73,0,2,25
26th Match (N),Lucknow,12-April-2024,12-April-2024,KL Rahul,LSG,51.3,39,46.81,51.3,-,-,0,22,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Rishabh Pant,DC,49.37,41,44.4,49.37,-,-,0,24,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Khaleel Ahmed,DC,49.36,0,-,0,2/41,2.69,49.36,0,2,41
26th Match (N),Lucknow,12-April-2024,12-April-2024,Yash Thakur,LSG,40.97,0,-,0,1/31,1.66,40.97,0,1,31
26th Match (N),Lucknow,12-April-2024,12-April-2024,Prithvi Shaw,DC,36.87,32,34.25,36.87,-,-,0,22,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Ishant Sharma,DC,22.26,0,-,0,1/36,0.93,22.26,0,1,36
26th Match (N),Lucknow,12-April-2024,12-April-2024,Quinton de Kock,LSG,20.2,19,19.93,20.2,-,-,0,13,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Naveen-ul-Haq,LSG,16.49,0,-,0,1/24,0.79,16.49,0,1,24
26th Match (N),Lucknow,12-April-2024,12-April-2024,Axar Patel,DC,15.79,0,-,0,0/26,-,15.79,0,0,26
26th Match (N),Lucknow,12-April-2024,12-April-2024,Arshad Khan,LSG,14.76,20,19.44,15.95,0/34,-,- 1.2,16,0,34
26th Match (N),Lucknow,12-April-2024,12-April-2024,Tristan Stubbs,DC,13.39,15,14.99,13.39,-,-,0,9,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Mukesh Kumar,DC,9.48,0,-,0,1/41,0.99,9.48,0,1,41
26th Match (N),Lucknow,12-April-2024,12-April-2024,Shai Hope,DC,6.32,11,11.05,6.32,-,-,0,10,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,David Warner,DC,1,8,5.89,1,-,-,0,9,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Abishek Porel,DC,0,0,-,0,-,-,0,0,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Marcus Stoinis,LSG,- 0.97,8,5.12,- 1.36,0/10,-,0.39,10,0,10
26th Match (N),Lucknow,12-April-2024,12-April-2024,Nicholas Pooran,LSG,- 2.31,0,- 1.04,- 2.31,-,-,0,1,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Deepak Hooda,LSG,- 3.68,10,5.81,- 3.68,-,-,0,13,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Devdutt Padikkal,LSG,- 5.34,3,- 0.12,- 5.34,-,-,0,6,0,0
26th Match (N),Lucknow,12-April-2024,12-April-2024,Krunal Pandya,LSG,- 19.99,3,1.75,- 0.77,0/45,-,- 19.22,4,0,45
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Kagiso Rabada,PBKS,81.86,0,-,0,2/18,3.29,81.86,0,2,18
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Liam Livingstone,PBKS,60.55,21,24.71,28.52,1/21,1.43,32.04,14,1,21
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Shimron Hetmyer,RR,55.35,27,35.96,55.35,-,-,0.0,10,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Keshav Maharaj,RR,53.72,1,- 0.07,- 0.74,2/23,2.23,54.46,2,2,23
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Ashutosh Sharma,PBKS,53.56,31,40.75,53.56,-,-,0.0,16,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Sam Curran,PBKS,52.48,6,1.32,- 6.24,2/25,2.64,58.71,10,2,25
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Yashasvi Jaiswal,RR,48.86,39,43.34,48.86,-,-,0.0,28,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Avesh Khan,RR,44.07,0,-,0,2/34,2.4,44.07,0,2,34
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Jitesh Sharma,PBKS,30.34,29,30.93,30.34,-,-,0.0,24,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Yuzvendra Chahal,RR,25.95,0,-,0,1/31,1.14,25.95,0,1,31
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Kuldeep Sen,RR,25.41,0,-,0,1/35,1.46,25.41,0,1,35
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Trent Boult,RR,23.59,0,-,0,1/22,0.25,23.59,0,1,22
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Riyan Parag,RR,20.91,23,21.88,20.91,-,-,0.0,18,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Sanju Samson,RR,19.31,18,18.7,19.31,-,-,0.0,14,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Rovman Powell,RR,18.37,11,13.22,18.37,-,-,0.0,5,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Harshal Patel,PBKS,14.97,0,-,0,1/21,1.31,14.97,0,1,21
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Atharva Taide,PBKS,14.43,15,16,14.43,-,-,0.0,12,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Arshdeep Singh,PBKS,9.5,0,-,0,1/45,1.44,9.5,0,1,45
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Shashank Singh,PBKS,5.88,9,8.37,5.88,-,-,0.0,9,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Harpreet Brar,PBKS,4.84,3,2.02,0.99,0/22,-,3.85,3,0,22
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Tanush Kotian,RR,3.58,24,17.69,3.58,-,-,0.0,31,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Jonny Bairstow,PBKS,- 0.42,15,9.77,- 0.42,-,-,0.0,19,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Prabhsimran Singh,PBKS,- 2.28,10,5.25,- 2.28,-,-,0.0,14,0,0
27th Match (N),Mullanpur,13-April-2024,13-April-2024,Dhruv Jurel,RR,- 8.26,6,0.41,- 8.26,-,-,0.0,11,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Phil Salt,KKR,106.86,89,95.4,106.86,-,-,0,47,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Mohsin Khan,LSG,65.41,0,-,0,2/29,3.06,65.41,0,2,29
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Mitchell Starc,KKR,53.99,0,-,0,3/28,2.29,53.99,0,3,28
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Sunil Narine,KKR,49.66,6,5.72,4.05,1/17,0.78,45.62,6,1,17
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Varun Chakravarthy,KKR,44.94,0,-,0,1/30,1.43,44.94,0,1,30
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,KL Rahul,LSG,43.51,39,42.91,43.51,-,-,0,27,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Nicholas Pooran,LSG,43.28,45,42.43,43.28,-,-,0,32,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Vaibhav Arora,KKR,24.99,0,-,0,1/34,1.61,24.99,0,1,34
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Shreyas Iyer,KKR,23.17,38,35.27,23.17,-,-,0,38,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Marcus Stoinis,LSG,17.57,10,13.5,17.57,-,-,0,5,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Andre Russell,KKR,15.83,0,-,0,1/16,1.39,15.83,0,1,16
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Ayush Badoni,LSG,14.42,29,23.61,14.42,-,-,0,27,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Harshit Rana,KKR,10.22,0,-,0,0/35,-,10.22,0,0,35
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Quinton de Kock,LSG,8.78,10,10.08,8.78,-,-,0,8,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Ravi Bishnoi,LSG,7.28,0,-,0,0/17,-,7.28,0,0,17
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Angkrish Raghuvanshi,KKR,6.24,7,7.03,6.24,-,-,0,6,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Ramandeep Singh,KKR,0,0,-,0,-,-,0,0,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Venkatesh Iyer,KKR,0,0,-,0,-,-,0,0,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Rinku Singh,KKR,0,0,-,0,-,-,0,0,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Deepak Hooda,LSG,- 1.66,8,4.49,- 1.66,-,-,0,10,0,0
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Arshad Khan,LSG,- 2.89,5,3.38,2.48,0/24,-,- 5.37,4,0,24
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Shamar Joseph,LSG,- 4.13,0,-,0,0/47,-,- 4.13,0,0,47
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Yash Thakur,LSG,- 4.81,0,-,0,0/25,-,- 4.81,0,0,25
28th Match (D/N),Eden Gardens,14-April-2024,14-April-2024,Krunal Pandya,LSG,- 11.82,7,1.97,- 4.3,0/14,-,- 7.52,8,0,14
29th Match (N),Wankhede,14-April-2024,14-April-2024,Matheesha Pathirana,CSK,114.7,0,-,0,4/28,5.02,114.7,0,4,28
29th Match (N),Wankhede,14-April-2024,14-April-2024,Rohit Sharma,MI,96.93,105,105.17,96.93,-,-,0,63,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Ruturaj Gaikwad,CSK,81.02,69,72.94,81.02,-,-,0,40,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Shivam Dube,CSK,72.14,66,66.74,72.14,-,-,0,38,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,MS Dhoni,CSK,41.99,20,26.99,41.99,-,-,0,4,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Gerald Coetzee,MI,39.11,0,-,0,1/35,1.2,39.11,0,1,35
29th Match (N),Wankhede,14-April-2024,14-April-2024,Tushar Deshpande,CSK,35.89,0,-,0,1/29,0.96,35.89,0,1,29
29th Match (N),Wankhede,14-April-2024,14-April-2024,Jasprit Bumrah,MI,31.72,0,-,0,0/27,-,31.72,0,0,27
29th Match (N),Wankhede,14-April-2024,14-April-2024,Tilak Varma,MI,26.99,31,30.65,26.99,-,-,0,20,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Ishan Kishan,MI,25.36,23,25.17,25.36,-,-,0,15,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Hardik Pandya,MI,21.01,2,- 5.01,- 12.97,2/43,2.54,33.98,6,2,43
29th Match (N),Wankhede,14-April-2024,14-April-2024,Mohammad Nabi,MI,18.63,4,4,- 1.41,0/19,-,20.05,7,0,19
29th Match (N),Wankhede,14-April-2024,14-April-2024,Tim David,MI,17.5,13,14.97,17.5,-,-,0,5,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Shreyas Gopal,MI,16.33,0,-,0,1/9,0.91,16.33,0,1,9
29th Match (N),Wankhede,14-April-2024,14-April-2024,Rachin Ravindra,CSK,15.49,21,19.27,15.49,-,-,0,16,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Ravindra Jadeja,CSK,13.88,0,-,0,0/37,-,13.88,0,0,37
29th Match (N),Wankhede,14-April-2024,14-April-2024,Shardul Thakur,CSK,11.06,0,-,0,0/35,-,11.06,0,0,35
29th Match (N),Wankhede,14-April-2024,14-April-2024,Mustafizur Rahman,CSK,10.08,0,-,0,1/55,1.25,10.08,0,1,55
29th Match (N),Wankhede,14-April-2024,14-April-2024,Daryl Mitchell,CSK,1.05,17,11.03,1.05,-,-,0,14,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Sameer Rizvi,CSK,0,0,-,0,-,-,0,0,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Akash Madhwal,MI,- 4.3,0,-,0,0/37,-,- 4.3,0,0,37
29th Match (N),Wankhede,14-April-2024,14-April-2024,Ajinkya Rahane,CSK,- 5.95,5,1.05,- 5.95,-,-,0,8,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Suryakumar Yadav,MI,- 6.02,0,- 2.94,- 6.02,-,-,0,2,0,0
29th Match (N),Wankhede,14-April-2024,14-April-2024,Romario Shepherd,MI,- 16.1,1,0.74,- 1.1,0/33,-,- 15,2,0,33
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Travis Head,SRH,103.35,102,104.51,103.35,-,-,0,41,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Dinesh Karthik,RCB,60.35,83,83,60.35,-,-,0,35,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Heinrich Klaasen,SRH,51.71,67,66.38,51.71,-,-,0,31,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Faf du Plessis,RCB,45.16,62,62.49,45.16,-,-,0,28,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Abdul Samad,SRH,41.1,37,37.32,41.1,-,-,0,10,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Lockie Ferguson,RCB,34.09,0,-,0,2/52,1.87,34.09,0,2,52
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Pat Cummins,SRH,33.84,0,-,0,3/43,1.92,33.84,0,3,43
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Virat Kohli,RCB,30.19,42,42.53,30.19,-,-,0,20,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Mayank Markande,SRH,28.11,0,-,0,2/46,1.53,28.11,0,2,46
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Will Jacks,RCB,24.76,7,7,3.58,0/32,-,21.18,4,0,32
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Aiden Markram,SRH,20.52,32,31.55,20.52,-,-,0,17,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Abhishek Sharma,SRH,16.38,34,29.65,13.91,0/10,-,2.47,22,0,10
30th Match (N),Bengaluru,15-April-2024,15-April-2024,T Natarajan,SRH,13.94,0,-,0,1/47,0.69,13.94,0,1,47
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Anuj Rawat,RCB,13.8,25,25,13.8,-,-,0,14,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Yash Dayal,RCB,7.79,0,-,0,0/51,-,7.79,0,0,51
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Mahipal Lomror,RCB,6.87,19,19,9.52,0/18,-,- 2.65,11,0,18
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Reece Topley,RCB,5.61,0,-,0,1/68,1.01,5.61,0,1,68
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Rajat Patidar,RCB,4.81,9,9,4.81,-,-,0,5,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Nitish Kumar Reddy,SRH,0,0,-,0,-,-,0,0,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Saurav Chauhan,RCB,- 1.44,0,-,- 1.44,-,-,0,1,0,0
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Shahbaz Ahmed,SRH,- 3.42,0,-,0,0/18,-,- 3.42,0,0,18
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Vijaykumar Vyshak,RCB,- 4.19,1,1,0.11,0/64,-,- 4.3,2,0,64
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Bhuvneshwar Kumar,SRH,- 5.35,0,-,0,0/60,-,- 5.35,0,0,60
30th Match (N),Bengaluru,15-April-2024,15-April-2024,Jaydev Unadkat,SRH,- 7.41,0,-,0,0/37,-,- 7.41,0,0,37
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Sunil Narine,KKR,188.08,109,113.76,111.49,2/30,2.92,76.59,56,2,30
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Jos Buttler,RR,145.12,107,120.79,145.12,-,-,0,60,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Avesh Khan,RR,82.62,0,-,0,2/35,2.78,82.62,0,2,35
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Varun Chakravarthy,KKR,66.19,0,-,0,2/36,2.89,66.19,0,2,36
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Riyan Parag,RR,64.14,34,45.35,64.14,-,-,0,14,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Harshit Rana,KKR,59.02,0,-,0,2/45,3.31,59.02,0,2,45
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Kuldeep Sen,RR,50.47,0,-,0,2/46,2.16,50.47,0,2,46
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Trent Boult,RR,44.85,0,- 1.68,- 1.85,1/31,0.9,46.7,1,1,31
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Rovman Powell,RR,42.54,26,31.22,42.54,-,-,0,13,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Yashasvi Jaiswal,RR,34.03,19,23.97,34.03,-,-,0,9,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Angkrish Raghuvanshi,KKR,28.72,30,32.23,28.72,-,-,0,18,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Rinku Singh,KKR,22.39,20,20.78,22.39,-,-,0,9,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Yuzvendra Chahal,RR,21,0,-,0,1/54,1.49,21,0,1,54
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Vaibhav Arora,KKR,15.48,0,-,0,1/45,1.75,15.48,0,1,45
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Sanju Samson,RR,11.75,12,11.99,11.75,-,-,0,8,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Shreyas Iyer,KKR,8.24,11,10.19,8.24,-,-,0,7,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Mitchell Starc,KKR,1.42,0,-,0,0/50,-,1.42,0,0,50
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Venkatesh Iyer,KKR,0.94,8,5.26,0.94,-,-,0,6,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Ramandeep Singh,KKR,- 1.13,1,- 0.11,- 1.13,-,-,0,1,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Ravichandran Ashwin,RR,- 1.81,8,- 0.25,- 11.17,0/49,-,9.37,11,0,49
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Shimron Hetmyer,RR,- 2.9,0,- 1.33,- 2.9,-,-,0,1,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Andre Russell,KKR,- 4.82,13,9.49,3.06,0/17,-,- 7.88,10,0,17
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Dhruv Jurel,RR,- 6.4,2,- 1.39,- 6.4,-,-,0,4,0,0
31st Match (N),Eden Gardens,16-April-2024,16-April-2024,Phil Salt,KKR,- 10.74,10,1.42,- 10.74,-,-,0,13,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Ishant Sharma,DC,65.48,0,-,0,2/8,3,65.48,0,2,8
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Rashid Khan,GT,55.76,31,41.28,48.51,1/12,0.6,7.25,24,1,12
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Mukesh Kumar,DC,38.82,0,-,0,3/14,2.21,38.82,0,3,14
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Tristan Stubbs,DC,27.73,0,-,0,2/11,1.89,27.73,0,2,11
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Jake Fraser-McGurk,DC,23.75,20,20.36,23.75,-,-,0,10,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Shai Hope,DC,21.34,19,19,21.34,-,-,0,10,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Sai Sudharsan,GT,20.52,12,16.27,20.52,-,-,0,9,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Abishek Porel,DC,17.74,15,15.08,17.74,-,-,0,7,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Axar Patel,DC,17.3,0,-,0,1/17,0.7,17.3,0,1,17
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Rishabh Pant,DC,15.95,16,16,15.95,-,-,0,11,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Khaleel Ahmed,DC,15.23,0,-,0,1/18,0.5,15.23,0,1,18
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Shubman Gill,GT,10.96,8,9.18,10.96,-,-,0,6,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Kuldeep Yadav,DC,8.02,0,-,0,0/16,-,8.02,0,0,16
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Sumit Kumar,DC,6.77,9,9,6.77,-,-,0,9,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Rahul Tewatia,GT,6.34,10,9.94,6.34,-,-,0,15,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Prithvi Shaw,DC,6.24,7,7.07,6.24,-,-,0,6,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Spencer Johnson,GT,6.01,1,1.09,0.84,1/22,0.84,5.17,1,1,22
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Sandeep Warrier,GT,4.19,0,-,0,2/40,1.45,4.19,0,2,40
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Abhinav Manohar,GT,1.95,8,6.1,1.95,-,-,0,14,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,M Shahrukh Khan,GT,- 1.6,0,- 0.69,- 1.6,-,-,0,1,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,David Miller,GT,- 3.46,2,- 0.17,- 3.46,-,-,0,6,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Noor Ahmad,GT,- 4.41,1,- 2.61,- 2.54,0/14,-,- 1.86,7,0,14
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Mohit Sharma,GT,- 6.05,2,- 4.49,- 6.05,-,-,0,14,0,0
32nd Match (N),Ahmedabad,17-April-2024,17-April-2024,Wriddhiman Saha,GT,- 11.31,2,- 3.46,- 11.31,-,-,0,10,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Ashutosh Sharma,PBKS,120.7,61,90.5,120.7,-,-,0,28,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Jasprit Bumrah,MI,119.4,0,-,0,3/21,4.73,119.4,0,3,21
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Gerald Coetzee,MI,102.75,0,-,0,3/32,4.53,102.75,0,3,32
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Suryakumar Yadav,MI,76.77,78,77.61,76.77,-,-,0,53,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Shashank Singh,PBKS,68.87,41,58.6,68.87,-,-,0,25,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Harshal Patel,PBKS,65.61,1,- 2.81,- 4.09,3/31,3.09,69.7,4,3,31
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Sam Curran,PBKS,52.76,6,3.83,0.02,2/41,2.71,52.74,7,2,41
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Tilak Varma,MI,45.06,34,37.3,45.06,-,-,0,18,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Kagiso Rabada,PBKS,39.83,8,11.99,16.2,1/42,1.4,23.63,3,1,42
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Rohit Sharma,MI,36.96,36,36.41,36.96,-,-,0,25,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Hardik Pandya,MI,35.55,10,9.67,10.23,1/33,1.09,25.32,6,1,33
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Harpreet Brar,PBKS,23.22,21,17.18,10.99,0/21,-,12.23,20,0,21
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Tim David,MI,19.38,14,14.73,19.38,-,-,0,7,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Shreyas Gopal,MI,7.78,0,-,0,1/26,1.33,7.78,0,1,26
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Harpreet Singh,PBKS,7.78,13,12.81,7.78,-,-,0,15,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Jitesh Sharma,PBKS,6.57,9,9.74,6.57,-,-,0,9,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Akash Madhwal,MI,5.79,0,-,0,1/46,1.51,5.79,0,1,46
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Liam Livingstone,PBKS,4.74,1,0.16,- 1.71,0/16,-,6.45,2,0,16
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Ishan Kishan,MI,2.19,8,6.41,2.19,-,-,0,8,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Prabhsimran Singh,PBKS,- 2.25,0,- 0.96,- 2.25,-,-,0,1,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Mohammad Nabi,MI,- 2.59,0,- 1.39,- 2.59,-,-,0,1,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Rilee Rossouw,PBKS,- 4.87,1,- 1.48,- 4.87,-,-,0,3,0,0
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Romario Shepherd,MI,- 5.22,1,- 0.64,- 2.78,0/20,-,- 2.44,2,0,20
33rd Match (N),Mullanpur,18-April-2024,18-April-2024,Arshdeep Singh,PBKS,- 5.84,0,-,0,0/35,-,- 5.84,0,0,35
34th Match (N),Lucknow,19-April-2024,19-April-2024,KL Rahul,LSG,96.14,82,87.39,96.14,-,-,0,53,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Krunal Pandya,LSG,57.08,0,-,0,2/16,2.05,57.08,0,2,16
34th Match (N),Lucknow,19-April-2024,19-April-2024,Marcus Stoinis,LSG,55.89,8,8,4.53,1/7,1.5,51.36,7,1,7
34th Match (N),Lucknow,19-April-2024,19-April-2024,MS Dhoni,CSK,55.41,28,40.33,55.41,-,-,0,9,0,0
34th Match (N),Lucknow,19-April-2024,19-April-2024,Ravindra Jadeja,CSK,43.47,57,56.17,47.72,0/32,-,- 4.25,40,0,32
34th Match (N),Lucknow,19-April-2024,19-April-2024,Ajinkya Rahane,CSK,39.39,36,39.98,39.39,-,-,0,24,0,0
