Innings,Venue,Start_Date,End_Date,Team,Player1,Player2,Player1_Runs,Player1_Balls,Partnership_Runs,Partnership_Balls,Player2_Runs,Player2_Balls
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Stats,VR Iyer,Ramandeep Singh,0,1,8,4,6,3
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Stats,JM Bairstow,Prabhsimran Singh,36,16,93,36,54,20
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Stats,JM Bairstow,RR Rossouw,57,23,85,39,26,16
42nd Match (N),Eden Gardens,26-April-2024,26-April-2024,Stats,JM Bairstow,Shashank Singh,15,9,84,37,68,28
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,J Fraser-McGurk,Abishek Porel,84,27,114,46,27,19
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,SD Hope,Abishek Porel,4,5,13,13,9,8
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,SD Hope,RR Pant,37,12,53,24,16,12
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,T Stubbs,RR Pant,39,20,55,27,13,7
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,AR Patel,T Stubbs,11,6,22,11,9,5
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,RG Sharma,Ishan Kishan,8,8,35,20,19,12
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,SA Yadav,Ishan Kishan,8,4,10,6,1,2
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,SA Yadav,NT Tilak Varma,18,9,20,11,2,2
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,HH Pandya,NT Tilak Varma,46,24,71,39,22,15
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,N Wadhera,NT Tilak Varma,4,2,4,2,0,0
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,TH David,NT Tilak Varma,37,17,70,29,29,12
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,Mohammad Nabi,NT Tilak Varma,7,4,13,5,6,1
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,PP Chawla,NT Tilak Varma,6,2,11,4,4,2
43rd Match (D/N),Delhi,27-April-2024,27-April-2024,Stats,PP Chawla,L Wood,4,2,13,5,9,3
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,Q de Kock,KL Rahul,8,3,8,3,0,0
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,MP Stoinis,KL Rahul,0,4,3,9,3,5
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,KL Rahul,DJ Hooda,57,31,115,62,50,31
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,KL Rahul,N Pooran,11,7,24,18,11,11
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,KL Rahul,A Badoni,5,5,23,13,12,8
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,KH Pandya,A Badoni,15,11,23,16,6,5
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,JC Buttler,YBK Jaiswal,34,18,60,35,24,17
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,SV Samson,YBK Jaiswal,0,1,0,2,0,1
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,SV Samson,R Parag,4,4,18,15,14,11
44th Match (N),Lucknow,27-April-2024,27-April-2024,Stats,SV Samson,DC Jurel,67,28,121,62,52,34
45th Match (D/N),Ahmedabad,28-April-2024,28-April-2024,Stats,WP Saha,Shubman Gill,5,4,6,6,1,2
45th Match (D/N),Ahmedabad,28-April-2024,28-April-2024,Stats,Shubman Gill,B Sai Sudharsan,15,17,39,34,19,17
45th Match (D/N),Ahmedabad,28-April-2024,28-April-2024,Stats,M Shahrukh Khan,B Sai Sudharsan,58,30,86,45,26,15
45th Match (D/N),Ahmedabad,28-April-2024,28-April-2024,Stats,DA Miller,B Sai Sudharsan,26,19,69,36,39,17
45th Match (D/N),Ahmedabad,28-April-2024,28-April-2024,Stats,F du Plessis,V Kohli,24,12,40,23,10,11
45th Match (D/N),Ahmedabad,28-April-2024,28-April-2024,Stats,V Kohli,WG Jacks,60,33,166,74,100,41
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,AM Rahane,RD Gaikwad,9,12,19,17,8,5
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,DJ Mitchell,RD Gaikwad,52,32,107,64,53,32
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,S Dube,RD Gaikwad,32,18,74,35,37,17
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,MS Dhoni,S Dube,5,2,12,4,7,2
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,TM Head,Abhishek Sharma,13,7,21,11,8,4
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,Anmolpreet Singh,Abhishek Sharma,0,1,0,1,0,0
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,AK Markram,Abhishek Sharma,12,6,19,11,7,5
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,AK Markram,K Nitish Kumar Reddy,16,16,32,31,15,15
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,H Klaasen,AK Markram,7,8,13,12,4,4
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,H Klaasen,Abdul Samad,13,13,32,30,19,17
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,Shahbaz Ahmed,Abdul Samad,2,2,2,3,0,1
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,PJ Cummins,Shahbaz Ahmed,5,7,5,7,0,0
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,B Kumar,Shahbaz Ahmed,3,2,8,5,5,3
46th Match (N),Chennai,28-April-2024,28-April-2024,Stats,B Kumar,JD Unadkat,1,1,2,3,1,2
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,PP Shaw,J Fraser-McGurk,13,7,17,10,1,3
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,J Fraser-McGurk,Abishek Porel,11,4,13,8,1,4
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,SD Hope,Abishek Porel,6,3,7,4,1,1
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,RR Pant,Abishek Porel,14,9,31,19,16,10
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,AR Patel,RR Pant,12,10,25,21,13,11
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,AR Patel,T Stubbs,2,5,6,12,4,7
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,AR Patel,K Kushagra,1,6,2,8,1,2
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,Kuldeep Yadav,K Kushagra,10,5,10,6,0,1
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,Kuldeep Yadav,Rasikh Salam,14,13,29,23,8,10
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,LB Williams,Kuldeep Yadav,1,2,13,10,11,8
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,SP Narine,PD Salt,15,10,79,38,60,28
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,PD Salt,RK Singh,8,5,17,12,9,7
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,SS Iyer,RK Singh,2,3,4,7,2,4
47th Match (N),Eden Gardens,29-April-2024,29-April-2024,Stats,SS Iyer,VR Iyer,31,20,57,43,26,23
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,RG Sharma,Ishan Kishan,4,5,7,9,2,4
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,SA Yadav,Ishan Kishan,10,6,11,7,1,1
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,Ishan Kishan,NT Tilak Varma,2,4,9,15,7,11
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,HH Pandya,Ishan Kishan,0,1,0,1,0,0
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,Ishan Kishan,N Wadhera,27,27,53,53,21,26
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,TH David,N Wadhera,6,5,32,20,25,15
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,Mohammad Nabi,TH David,1,2,11,6,10,4
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,G Coetzee,TH David,1,2,21,11,19,9
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,KL Rahul,AA Kulkarni,1,3,1,4,0,1
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,MP Stoinis,KL Rahul,29,21,58,40,27,19
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,MP Stoinis,DJ Hooda,20,17,40,35,18,18
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,MP Stoinis,N Pooran,13,7,16,10,3,3
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,AJ Turner,N Pooran,5,9,8,14,1,5
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,N Pooran,A Badoni,0,0,10,6,6,6
48th Match (N),Lucknow,30-April-2024,30-April-2024,Stats,KH Pandya,N Pooran,1,1,12,7,10,6
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,AM Rahane,RD Gaikwad,29,24,64,50,30,26
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,S Dube,RD Gaikwad,0,1,1,1,0,0
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,RA Jadeja,RD Gaikwad,2,4,5,8,3,4
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,RD Gaikwad,Sameer Rizvi,11,11,37,34,21,23
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,MM Ali,RD Gaikwad,15,8,38,15,18,7
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,MS Dhoni,MM Ali,2,4,2,5,0,1
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,MS Dhoni,DJ Mitchell,12,7,15,8,1,1
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,JM Bairstow,Prabhsimran Singh,6,9,19,19,13,10
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,JM Bairstow,RR Rossouw,40,21,64,37,23,16
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,RR Rossouw,Shashank Singh,20,7,30,16,9,9
49th Match (N),Chennai,01-May-2024,01-May-2024,Stats,Shashank Singh,SM Curran,16,17,50,37,26,20
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,TM Head,Abhishek Sharma,13,15,25,25,12,10
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,TM Head,Anmolpreet Singh,4,1,10,6,5,5
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,TM Head,K Nitish Kumar Reddy,41,28,96,57,49,29
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,H Klaasen,K Nitish Kumar Reddy,42,19,70,32,27,13
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,JC Buttler,YBK Jaiswal,0,1,1,2,1,1
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,SV Samson,YBK Jaiswal,0,3,0,3,0,0
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,R Parag,YBK Jaiswal,60,39,134,78,66,39
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,SO Hetmyer,R Parag,6,4,24,14,17,10
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,SO Hetmyer,R Powell,7,5,22,11,11,6
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,R Powell,DC Jurel,0,0,1,3,1,3
50th Match (N),Hyderabad,02-May-2024,02-May-2024,Stats,R Ashwin,R Powell,2,2,18,11,16,9
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SP Narine,PD Salt,0,1,7,4,5,3
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SP Narine,A Raghuvanshi,1,4,15,10,13,6
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SP Narine,SS Iyer,0,0,6,4,6,4
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SP Narine,VR Iyer,7,3,15,8,8,5
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,RK Singh,VR Iyer,9,8,14,11,5,3
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,MK Pandey,VR Iyer,42,31,83,62,38,31
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,AD Russell,VR Iyer,7,2,13,4,6,2
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,VR Iyer,Ramandeep Singh,0,0,2,4,2,4
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,MA Starc,VR Iyer,0,2,0,2,0,0
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,VR Iyer,VG Arora,13,11,14,11,0,0
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,RG Sharma,Ishan Kishan,2,3,16,10,13,7
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,RG Sharma,Naman Dhir,8,4,22,15,11,11
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,RG Sharma,SA Yadav,1,5,8,10,7,5
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SA Yadav,NT Tilak Varma,11,11,15,17,4,6
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SA Yadav,N Wadhera,2,2,9,13,6,11
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SA Yadav,HH Pandya,0,0,1,3,1,3
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,SA Yadav,TH David,36,17,49,26,10,9
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,G Coetzee,TH David,8,6,24,17,14,11
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,PP Chawla,G Coetzee,0,1,0,1,0,0
51st Match (N),Wankhede,03-May-2024,03-May-2024,Stats,G Coetzee,JJ Bumrah,0,1,1,2,1,1
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,WP Saha,Shubman Gill,1,7,1,9,0,2
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,Shubman Gill,B Sai Sudharsan,2,5,9,14,5,9
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,M Shahrukh Khan,B Sai Sudharsan,8,5,9,10,1,5
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,DA Miller,M Shahrukh Khan,30,20,61,37,27,17
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,R Tewatia,M Shahrukh Khan,5,4,7,6,2,2
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,R Tewatia,Rashid Khan,26,15,44,29,18,14
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,R Tewatia,V Shankar,4,2,5,3,1,1
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,V Shankar,MJ Suthar,9,5,11,7,1,2
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,V Shankar,MM Sharma,0,0,0,1,0,1
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,V Shankar,Noor Ahmad,0,1,0,1,0,0
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,F du Plessis,V Kohli,64,23,92,35,28,12
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,V Kohli,WG Jacks,6,3,7,6,1,3
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,V Kohli,RM Patidar,1,1,4,4,2,3
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,V Kohli,GJ Maxwell,0,0,4,3,4,3
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,V Kohli,C Green,3,9,4,11,1,2
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,KD Karthik,V Kohli,2,3,6,5,4,2
52nd Match (N),Bengaluru,04-May-2024,04-May-2024,Stats,KD Karthik,Swapnil Singh,19,9,35,18,15,9
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,AM Rahane,RD Gaikwad,9,7,12,11,2,4
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,DJ Mitchell,RD Gaikwad,27,15,57,32,30,17
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,DJ Mitchell,S Dube,0,0,0,1,0,1
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,MM Ali,DJ Mitchell,3,5,6,9,3,4
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,MM Ali,RA Jadeja,14,15,26,23,11,8
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,RA Jadeja,MJ Santner,10,9,21,20,11,11
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,RA Jadeja,SN Thakur,10,5,28,16,17,11
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,MS Dhoni,RA Jadeja,0,1,0,1,0,0
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,RA Jadeja,TU Deshpande,12,4,14,5,0,1
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,RJ Gleeson,TU Deshpande,2,2,3,2,0,0
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,JM Bairstow,Prabhsimran Singh,7,6,9,9,1,3
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,RR Rossouw,Prabhsimran Singh,0,3,0,3,0,0
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,Shashank Singh,Prabhsimran Singh,27,20,53,36,25,16
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,SM Curran,Prabhsimran Singh,2,2,6,6,4,4
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,SM Curran,JM Sharma,1,3,1,4,0,1
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,SM Curran,AR Sharma,4,6,8,15,3,9
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,AR Sharma,Harpreet Brar,0,1,1,2,1,1
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,HV Patel,Harpreet Brar,12,13,12,13,0,0
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,RD Chahar,Harpreet Brar,16,10,27,17,11,7
53rd Match (D/N),Dharamsala,05-May-2024,05-May-2024,Stats,K Rabada,Harpreet Brar,11,10,22,15,5,5
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,SP Narine,PD Salt,28,12,61,26,32,14
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,SP Narine,A Raghuvanshi,53,27,79,46,25,19
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,AD Russell,A Raghuvanshi,12,8,27,14,7,6
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,RK Singh,A Raghuvanshi,4,4,4,5,0,1
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,SS Iyer,RK Singh,15,10,29,17,12,7
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,SS Iyer,Ramandeep Singh,8,5,24,9,15,4
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,VR Iyer,Ramandeep Singh,1,1,11,3,10,2
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,KL Rahul,AA Kulkarni,11,5,20,12,9,7
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,MP Stoinis,KL Rahul,33,17,50,33,14,16
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,MP Stoinis,DJ Hooda,2,2,7,5,5,3
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,MP Stoinis,N Pooran,1,2,8,5,7,3
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,N Pooran,A Badoni,3,5,16,13,12,8
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,AJ Turner,A Badoni,2,3,8,7,3,4
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,KH Pandya,AJ Turner,2,3,16,9,14,6
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,KH Pandya,Yudhvir Singh,3,3,4,4,1,1
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,Ravi Bishnoi,Yudhvir Singh,2,2,8,8,6,6
54th Match (N),Lucknow,05-May-2024,05-May-2024,Stats,Naveen-ul-Haq,Ravi Bishnoi,0,0,0,1,0,1
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,TM Head,Abhishek Sharma,38,21,56,37,11,16
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,MA Agarwal,TM Head,5,6,12,11,7,5
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,TM Head,K Nitish Kumar Reddy,3,4,22,17,19,13
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,H Klaasen,K Nitish Kumar Reddy,1,2,2,4,1,2
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,H Klaasen,M Jansen,1,2,4,6,3,4
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,M Jansen,Shahbaz Ahmed,13,6,24,18,10,12
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,M Jansen,Abdul Samad,1,2,4,4,2,2
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,PJ Cummins,Abdul Samad,9,5,12,7,1,2
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,PJ Cummins,Sanvir Singh,26,12,37,19,8,7
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,RG Sharma,Ishan Kishan,4,3,26,10,9,7
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,RG Sharma,Naman Dhir,0,2,5,10,0,8
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,SA Yadav,Naman Dhir,0,4,0,5,0,1
55th Match (N),Wankhede,06-May-2024,06-May-2024,Stats,SA Yadav,NT Tilak Varma,102,47,143,79,37,32
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,J Fraser-McGurk,Abishek Porel,50,20,60,26,10,6
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,SD Hope,Abishek Porel,1,1,8,5,7,4
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,AR Patel,Abishek Porel,15,10,42,25,26,15
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,RR Pant,Abishek Porel,12,9,34,20,22,11
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,T Stubbs,RR Pant,3,3,6,7,3,4
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,Gulbadin Naib,T Stubbs,19,15,45,29,26,14
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,T Stubbs,Rasikh Salam,12,3,20,5,8,2
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,Kuldeep Yadav,Rasikh Salam,5,2,6,3,1,1
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,JC Buttler,YBK Jaiswal,0,0,4,2,4,2
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,JC Buttler,SV Samson,19,17,63,33,41,16
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,SV Samson,R Parag,8,9,36,31,27,22
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,SV Samson,SB Dubey,37,21,59,29,15,8
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,R Powell,SB Dubey,4,2,18,6,10,4
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,D Ferreira,R Powell,1,3,1,3,0,0
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,R Ashwin,R Powell,2,3,4,5,2,2
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,TA Boult,R Powell,2,2,9,8,7,6
56th Match (N),Delhi,07-May-2024,07-May-2024,Stats,TA Boult,Avesh Khan,0,1,7,4,7,3
57th Match (N),Hyderabad,08-May-2024,08-May-2024,Stats,Q de Kock,KL Rahul,2,5,13,13,11,8
57th Match (N),Hyderabad,08-May-2024,08-May-2024,Stats,MP Stoinis,KL Rahul,3,5,8,13,4,8
57th Match (N),Hyderabad,08-May-2024,08-May-2024,Stats,KL Rahul,KH Pandya,14,17,36,34,22,17
57th Match (N),Hyderabad,08-May-2024,08-May-2024,Stats,KH Pandya,N Pooran,2,4,9,8,7,4
57th Match (N),Hyderabad,08-May-2024,08-May-2024,Stats,N Pooran,A Badoni,41,22,99,52,55,30
57th Match (N),Hyderabad,08-May-2024,08-May-2024,Stats,TM Head,Abhishek Sharma,89,30,167,58,75,28
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,F du Plessis,V Kohli,9,7,19,14,10,7
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,V Kohli,WG Jacks,12,7,24,14,12,7
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,V Kohli,RM Patidar,20,9,76,32,55,23
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,V Kohli,C Green,50,24,92,46,37,22
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,KD Karthik,C Green,18,7,27,10,8,3
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,MK Lomror,C Green,0,2,2,3,1,1
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,Swapnil Singh,C Green,1,1,1,2,0,1
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,JM Bairstow,Prabhsimran Singh,0,0,6,4,6,4
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,JM Bairstow,RR Rossouw,27,16,65,31,37,15
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,RR Rossouw,Shashank Singh,24,12,36,19,12,7
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,Shashank Singh,JM Sharma,13,7,18,11,5,4
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,Shashank Singh,LS Livingstone,1,1,1,3,0,2
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,Shashank Singh,SM Curran,11,4,25,14,13,10
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,SM Curran,AR Sharma,3,3,13,8,8,5
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,HV Patel,SM Curran,0,0,6,3,6,3
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,HV Patel,RD Chahar,0,1,4,4,4,3
58th Match (N),Dharamsala,09-May-2024,09-May-2024,Stats,RD Chahar,Arshdeep Singh,1,2,7,5,4,3
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,Shubman Gill,B Sai Sudharsan,103,53,210,104,103,51
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,DA Miller,Shubman Gill,2,2,3,4,1,2
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,DA Miller,M Shahrukh Khan,14,9,18,12,2,3
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,AM Rahane,R Ravindra,1,4,2,6,1,2
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,AM Rahane,RD Gaikwad,0,1,0,1,0,0
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,DJ Mitchell,RD Gaikwad,8,7,8,10,0,3
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,MM Ali,DJ Mitchell,49,30,109,57,55,27
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,MM Ali,S Dube,7,6,16,12,8,6
59th Match (N),Ahmedabad,10-May-2024,10-May-2024,Stats,RA Jadeja,S Dube,16,7,30,14,13,7
