Inning,Venue,Team,Start Date,End Date,Bowling_Player,Wickets,M,R,W,ECON,0s,4s,6s,WD,NB
17th match (N),Delhi,KKR,20-April-2015,20-April-2015,Imran Tahir,4,0,30,1,750,5,2,1,0,0
17th match (N),Delhi,KKR,20-April-2015,20-April-2015,JeanPaul Duminy,1,0,10,0,1000,2,0,1,0,0
17th match (N),Delhi,KKR,20-April-2015,20-April-2015,Amit Mishra,31,0,22,0,694,6,2,0,0,0
18th match (N),Ahmedabad,RR,21-April-2015,21-April-2015,Sandeep Sharma,4,0,25,1,625,12,1,1,3,0
18th match (N),Ahmedabad,RR,21-April-2015,21-April-2015,Anureet Singh,4,0,41,1,1025,7,4,2,0,0
18th match (N),Ahmedabad,RR,21-April-2015,21-April-2015,Mitchell Johnson,4,0,33,1,825,9,5,0,1,1
18th match (N),Ahmedabad,RR,21-April-2015,21-April-2015,Axar Patel,4,0,30,2,750,7,1,1,1,0
18th match (N),Ahmedabad,RR,21-April-2015,21-April-2015,Shivam Sharma,3,0,44,1,1466,3,5,2,0,0
18th match (N),Ahmedabad,RR,21-April-2015,21-April-2015,Glenn Maxwell,1,0,15,0,1500,1,0,2,0,0
18th match (N),Ahmedabad,KXIP,21-April-2015,21-April-2015,Chris Morris,4,0,34,1,850,10,4,1,1,0
18th match (N),Ahmedabad,KXIP,21-April-2015,21-April-2015,Stuart Binny,2,0,13,0,650,8,1,1,0,0
18th match (N),Ahmedabad,KXIP,21-April-2015,21-April-2015,James Faulkner,4,0,41,0,1025,8,3,2,0,0
18th match (N),Ahmedabad,KXIP,21-April-2015,21-April-2015,Pravin Tambe,3,0,20,1,666,5,1,0,0,0
18th match (N),Ahmedabad,KXIP,21-April-2015,21-April-2015,Rahul Tewatia,3,0,31,1,1033,6,2,2,0,0
18th match (N),Ahmedabad,KXIP,21-April-2015,21-April-2015,Deepak Hooda,3,0,35,1,1166,3,1,3,0,0
18th match (N),Ahmedabad,KXIP,21-April-2015,21-April-2015,Shane Watson,1,0,13,0,1300,0,0,1,0,0
19th match (D/N),Visakhapatnam,SRH,22-April-2015,22-April-2015,Johan Botha,4,0,26,0,650,9,3,0,1,0
19th match (D/N),Visakhapatnam,SRH,22-April-2015,22-April-2015,Morne Morkel,4,0,31,2,775,8,5,0,0,0
19th match (D/N),Visakhapatnam,SRH,22-April-2015,22-April-2015,Sunil Narine,4,0,38,0,950,9,2,2,0,0
19th match (D/N),Visakhapatnam,SRH,22-April-2015,22-April-2015,Yusuf Pathan,2,0,18,0,900,2,1,1,0,0
19th match (D/N),Visakhapatnam,SRH,22-April-2015,22-April-2015,Umesh Yadav,4,0,40,1,1000,8,2,3,0,1
19th match (D/N),Visakhapatnam,SRH,22-April-2015,22-April-2015,Piyush Chawla,1,0,15,0,1500,0,1,1,0,0
19th match (D/N),Visakhapatnam,SRH,22-April-2015,22-April-2015,Andre Russell,1,0,6,1,600,4,1,0,0,0
19th match (D/N),Visakhapatnam,KKR,22-April-2015,22-April-2015,Dale Steyn,3,0,24,0,800,6,2,1,0,0
19th match (D/N),Visakhapatnam,KKR,22-April-2015,22-April-2015,Bhuvneshwar Kumar,3,0,24,1,800,2,2,0,1,0
19th match (D/N),Visakhapatnam,KKR,22-April-2015,22-April-2015,Praveen Kumar,2,0,18,1,900,5,1,1,0,0
19th match (D/N),Visakhapatnam,KKR,22-April-2015,22-April-2015,Karn Sharma,1,0,5,0,500,2,0,0,0,0
19th match (D/N),Visakhapatnam,KKR,22-April-2015,22-April-2015,Moises Henriques,1,0,9,1,900,3,0,1,1,0
19th match (D/N),Visakhapatnam,KKR,22-April-2015,22-April-2015,Bipul Sharma,1,0,14,0,1400,2,0,2,0,0
19th match (D/N),Visakhapatnam,KKR,22-April-2015,22-April-2015,Ravi Bopara,1,0,7,1,700,2,1,0,0,0
20th match (N),Bengaluru,CSK,22-April-2015,22-April-2015,Mitchell Starc,4,0,24,1,600,14,4,0,0,0
20th match (N),Bengaluru,CSK,22-April-2015,22-April-2015,Yuzvendra Chahal,4,0,40,3,1000,11,2,4,0,0
20th match (N),Bengaluru,CSK,22-April-2015,22-April-2015,Harshal Patel,4,0,28,1,700,12,5,0,0,0
20th match (N),Bengaluru,CSK,22-April-2015,22-April-2015,David Wiese,4,0,46,1,1150,8,3,4,1,0
20th match (N),Bengaluru,CSK,22-April-2015,22-April-2015,Iqbal Abdulla,4,0,36,2,900,10,3,2,2,0
20th match (N),Bengaluru,RCB,22-April-2015,22-April-2015,Ishwar Pandey,4,0,21,1,525,14,2,1,0,0
20th match (N),Bengaluru,RCB,22-April-2015,22-April-2015,Ashish Nehra,4,0,10,4,250,15,0,0,0,0
20th match (N),Bengaluru,RCB,22-April-2015,22-April-2015,Mohit Sharma,4,0,39,0,975,8,3,2,0,0
20th match (N),Bengaluru,RCB,22-April-2015,22-April-2015,Ravichandran Ashwin,1,0,17,0,1700,1,2,1,1,0
20th match (N),Bengaluru,RCB,22-April-2015,22-April-2015,Ravindra Jadeja,4,0,37,1,925,7,1,3,0,0
20th match (N),Bengaluru,RCB,22-April-2015,22-April-2015,Dwayne Bravo,3,0,25,1,833,6,4,0,0,0
21st match (N),Delhi,DC,23-April-2015,23-April-2015,Mitchell McClenaghan,4,0,38,2,950,13,4,2,3,0
21st match (N),Delhi,DC,23-April-2015,23-April-2015,Lasith Malinga,4,0,23,1,575,12,2,0,2,1
21st match (N),Delhi,DC,23-April-2015,23-April-2015,Jasprit Bumrah,4,0,55,1,1375,5,3,5,0,0
21st match (N),Delhi,DC,23-April-2015,23-April-2015,Harbhajan Singh,4,0,34,0,850,5,1,2,0,0
21st match (N),Delhi,DC,23-April-2015,23-April-2015,Hardik Pandya,2,0,14,0,700,4,2,0,0,0
21st match (N),Delhi,DC,23-April-2015,23-April-2015,Kieron Pollard,2,0,25,0,1250,1,1,2,1,0
21st match (N),Delhi,MI,23-April-2015,23-April-2015,Nathan CoulterNile,4,0,36,1,900,12,5,1,3,0
21st match (N),Delhi,MI,23-April-2015,23-April-2015,Domnic Muthuswami,2,0,7,1,350,8,0,0,0,0
21st match (N),Delhi,MI,23-April-2015,23-April-2015,JeanPaul Duminy,1,0,14,0,1400,1,3,0,0,0
21st match (N),Delhi,MI,23-April-2015,23-April-2015,Angelo Mathews,2,0,15,2,750,8,2,1,0,0
21st match (N),Delhi,MI,23-April-2015,23-April-2015,Amit Mishra,4,0,32,2,800,8,2,1,1,0
21st match (N),Delhi,MI,23-April-2015,23-April-2015,Shahbaz Nadeem,3,0,25,0,833,6,0,2,2,0
21st match (N),Delhi,MI,23-April-2015,23-April-2015,Imran Tahir,4,0,22,3,550,13,1,1,2,0
22nd match (N),Ahmedabad,RR,24-April-2015,24-April-2015,Mitchell Starc,4,0,22,3,550,13,3,0,2,0
22nd match (N),Ahmedabad,RR,24-April-2015,24-April-2015,Iqbal Abdulla,4,0,28,1,700,10,1,2,1,0
22nd match (N),Ahmedabad,RR,24-April-2015,24-April-2015,Harshal Patel,4,0,23,2,575,8,2,0,0,0
22nd match (N),Ahmedabad,RR,24-April-2015,24-April-2015,Yuzvendra Chahal,31,0,25,2,789,7,2,1,0,0
22nd match (N),Ahmedabad,RR,24-April-2015,24-April-2015,David Wiese,4,0,27,0,675,5,2,0,0,0
22nd match (N),Ahmedabad,RR,24-April-2015,24-April-2015,Virat Kohli,05,0,4,0,480,1,0,0,0,0
22nd match (N),Ahmedabad,RCB,24-April-2015,24-April-2015,Chris Morris,3,0,23,0,766,6,2,1,0,0
22nd match (N),Ahmedabad,RCB,24-April-2015,24-April-2015,Dhawal Kulkarni,4,0,26,0,650,7,2,0,0,0
22nd match (N),Ahmedabad,RCB,24-April-2015,24-April-2015,Shane Watson,3,0,23,1,766,6,1,1,0,0
22nd match (N),Ahmedabad,RCB,24-April-2015,24-April-2015,James Faulkner,2,0,17,0,850,3,2,0,0,0
22nd match (N),Ahmedabad,RCB,24-April-2015,24-April-2015,Pravin Tambe,4,0,36,0,900,6,2,2,0,0
22nd match (N),Ahmedabad,RCB,24-April-2015,24-April-2015,Deepak Hooda,01,0,4,0,2400,0,1,0,0,0
23rd match (D/N),Wankhede,MI,25-April-2015,25-April-2015,Trent Boult,4,0,27,0,675,8,2,0,2,0
23rd match (D/N),Wankhede,MI,25-April-2015,25-April-2015,Bhuvneshwar Kumar,4,0,26,3,650,14,3,0,4,0
23rd match (D/N),Wankhede,MI,25-April-2015,25-April-2015,Dale Steyn,4,0,38,2,950,8,7,0,0,0
23rd match (D/N),Wankhede,MI,25-April-2015,25-April-2015,Praveen Kumar,4,0,35,2,875,8,2,2,3,0
23rd match (D/N),Wankhede,MI,25-April-2015,25-April-2015,Karn Sharma,4,0,30,1,750,5,2,1,0,0
23rd match (D/N),Wankhede,SRH,25-April-2015,25-April-2015,Harbhajan Singh,4,0,36,0,900,11,5,1,0,0
23rd match (D/N),Wankhede,SRH,25-April-2015,25-April-2015,Mitchell McClenaghan,4,0,20,3,500,13,2,0,1,0
23rd match (D/N),Wankhede,SRH,25-April-2015,25-April-2015,Lasith Malinga,4,1,23,4,575,14,3,0,0,1
23rd match (D/N),Wankhede,SRH,25-April-2015,25-April-2015,Jagadeesha Suchith,4,0,25,1,625,9,1,1,0,0
23rd match (D/N),Wankhede,SRH,25-April-2015,25-April-2015,Vinay Kumar,4,0,31,0,775,7,3,0,1,0
24th match (N),Chennai,CSK,25-April-2015,25-April-2015,Karanveer Singh,4,0,43,0,1075,11,3,3,1,0
24th match (N),Chennai,CSK,25-April-2015,25-April-2015,Sandeep Sharma,4,0,32,0,800,11,4,1,0,0
24th match (N),Chennai,CSK,25-April-2015,25-April-2015,Anureet Singh,4,0,40,1,1000,6,3,1,2,0
24th match (N),Chennai,CSK,25-April-2015,25-April-2015,Mitchell Johnson,4,0,40,0,1000,10,5,1,1,1
24th match (N),Chennai,CSK,25-April-2015,25-April-2015,Axar Patel,4,0,35,1,875,8,4,1,1,0
24th match (N),Chennai,KXIP,25-April-2015,25-April-2015,Ishwar Pandey,2,0,17,1,850,5,1,1,1,0
24th match (N),Chennai,KXIP,25-April-2015,25-April-2015,Ashish Nehra,4,0,16,2,400,15,2,0,0,0
24th match (N),Chennai,KXIP,25-April-2015,25-April-2015,Mohit Sharma,3,0,10,1,333,12,1,0,0,0
24th match (N),Chennai,KXIP,25-April-2015,25-April-2015,Ravindra Jadeja,4,0,22,3,550,10,1,1,0,0
24th match (N),Chennai,KXIP,25-April-2015,25-April-2015,Ravichandran Ashwin,4,0,14,2,350,14,0,0,1,0
24th match (N),Chennai,KXIP,25-April-2015,25-April-2015,Dwayne Bravo,3,0,13,0,433,7,0,0,0,0
26th match (N),Delhi,DC,26-April-2015,26-April-2015,Mitchell Starc,4,0,20,3,500,15,3,0,1,0
26th match (N),Delhi,DC,26-April-2015,26-April-2015,Varun Aaron,4,0,24,2,600,14,2,1,3,0
26th match (N),Delhi,DC,26-April-2015,26-April-2015,Harshal Patel,3,0,14,1,466,7,1,0,0,0
26th match (N),Delhi,DC,26-April-2015,26-April-2015,David Wiese,32,0,18,2,540,8,1,0,1,0
26th match (N),Delhi,DC,26-April-2015,26-April-2015,Iqbal Abdulla,4,1,17,1,425,12,1,0,1,0
26th match (N),Delhi,RCB,26-April-2015,26-April-2015,Nathan CoulterNile,33,0,30,0,857,10,4,1,1,0
26th match (N),Delhi,RCB,26-April-2015,26-April-2015,Domnic Muthuswami,10,0,14,0,140,3,2,1,0,0
26th match (N),Delhi,RCB,26-April-2015,26-April-2015,Imran Tahir,20,0,20,0,100,3,2,1,0,0
26th match (N),Delhi,RCB,26-April-2015,26-April-2015,JeanPaul Duminy,10,0,7,0,70,2,1,0,0,0
26th match (N),Delhi,RCB,26-April-2015,26-April-2015,Amit Mishra,20,0,25,0,125,2,3,1,1,0
26th match (N),Delhi,RCB,26-April-2015,26-April-2015,Angelo Mathews,10,0,3,0,30,3,0,0,0,0
27th match (N),Mohali,SRH,27-April-2015,27-April-2015,Sandeep Sharma,4,1,35,1,875,14,5,2,0,0
27th match (N),Mohali,SRH,27-April-2015,27-April-2015,Mitchell Johnson,4,0,39,2,975,7,5,1,0,0
27th match (N),Mohali,SRH,27-April-2015,27-April-2015,Anureet Singh,4,0,27,1,675,9,4,0,0,0
27th match (N),Mohali,SRH,27-April-2015,27-April-2015,Murali Vijay,3,0,16,0,533,3,0,0,0,0
27th match (N),Mohali,SRH,27-April-2015,27-April-2015,Axar Patel,4,0,25,2,625,8,2,0,0,0
27th match (N),Mohali,SRH,27-April-2015,27-April-2015,Rishi Dhawan,1,0,7,0,700,2,1,0,0,0
27th match (N),Mohali,KXIP,27-April-2015,27-April-2015,Trent Boult,4,0,19,3,475,14,1,0,2,0
27th match (N),Mohali,KXIP,27-April-2015,27-April-2015,Bhuvneshwar Kumar,4,0,23,2,575,12,1,1,1,0
27th match (N),Mohali,KXIP,27-April-2015,27-April-2015,Praveen Kumar,4,0,34,1,850,6,4,0,2,0
27th match (N),Mohali,KXIP,27-April-2015,27-April-2015,Karn Sharma,4,0,22,1,550,6,1,0,0,0
27th match (N),Mohali,KXIP,27-April-2015,27-April-2015,Moises Henriques,4,0,30,1,750,5,0,1,0,0
28th match (N),Chennai,CSK,28-April-2015,28-April-2015,Pat Cummins,4,0,25,0,625,13,2,1,2,0
28th match (N),Chennai,CSK,28-April-2015,28-April-2015,Umesh Yadav,4,0,36,0,900,12,6,1,1,0
28th match (N),Chennai,CSK,28-April-2015,28-April-2015,Piyush Chawla,4,0,26,2,650,9,1,1,0,0
28th match (N),Chennai,CSK,28-April-2015,28-April-2015,Brad Hogg,4,0,18,1,450,9,1,0,0,0
28th match (N),Chennai,CSK,28-April-2015,28-April-2015,Andre Russell,4,0,26,2,650,12,2,0,4,0
28th match (N),Chennai,KKR,28-April-2015,28-April-2015,Ishwar Pandey,2,0,18,1,900,6,2,1,1,0
28th match (N),Chennai,KKR,28-April-2015,28-April-2015,Ashish Nehra,4,0,38,1,950,7,4,1,0,0
28th match (N),Chennai,KKR,28-April-2015,28-April-2015,Mohit Sharma,3,0,24,1,800,5,3,0,1,0
28th match (N),Chennai,KKR,28-April-2015,28-April-2015,Ravichandran Ashwin,2,0,5,2,250,8,0,0,0,0
28th match (N),Chennai,KKR,28-April-2015,28-April-2015,Ravindra Jadeja,3,0,11,0,366,10,1,0,0,0
28th match (N),Chennai,KKR,28-April-2015,28-April-2015,Suresh Raina,3,0,12,0,400,8,0,0,1,0
28th match (N),Chennai,KKR,28-April-2015,28-April-2015,Dwayne Bravo,3,0,22,3,733,8,2,1,0,0
29th match (N),Bengaluru,RCB,29-April-2015,29-April-2015,Tim Southee,4,0,32,2,800,12,2,2,0,1
29th match (N),Bengaluru,RCB,29-April-2015,29-April-2015,Dhawal Kulkarni,4,0,36,1,900,12,7,0,2,0
29th match (N),Bengaluru,RCB,29-April-2015,29-April-2015,James Faulkner,2,0,26,0,1300,2,5,0,1,0
29th match (N),Bengaluru,RCB,29-April-2015,29-April-2015,Shane Watson,3,0,27,0,900,6,3,0,3,1
29th match (N),Bengaluru,RCB,29-April-2015,29-April-2015,Pravin Tambe,3,0,39,0,1300,2,5,1,0,0
29th match (N),Bengaluru,RCB,29-April-2015,29-April-2015,Stuart Binny,4,0,32,1,800,13,3,2,0,0
30th match (N),Eden Gardens,CSK,30-April-2015,30-April-2015,Pat Cummins,4,0,54,1,1350,8,5,3,2,0
30th match (N),Eden Gardens,CSK,30-April-2015,30-April-2015,Umesh Yadav,2,0,16,1,800,8,4,0,0,0
30th match (N),Eden Gardens,CSK,30-April-2015,30-April-2015,Piyush Chawla,4,0,21,1,525,15,4,0,0,0
30th match (N),Eden Gardens,CSK,30-April-2015,30-April-2015,Brad Hogg,4,0,29,4,725,14,3,2,0,0
30th match (N),Eden Gardens,CSK,30-April-2015,30-April-2015,Yusuf Pathan,2,0,11,0,550,4,1,0,0,0
30th match (N),Eden Gardens,CSK,30-April-2015,30-April-2015,Andre Russell,4,0,20,2,500,11,2,0,0,0
30th match (N),Eden Gardens,KKR,30-April-2015,30-April-2015,Mohit Sharma,4,0,22,1,550,14,2,1,0,0
30th match (N),Eden Gardens,KKR,30-April-2015,30-April-2015,Ashish Nehra,4,0,36,0,900,11,3,2,3,0
30th match (N),Eden Gardens,KKR,30-April-2015,30-April-2015,Pawan Negi,4,0,23,1,575,8,0,1,1,0
30th match (N),Eden Gardens,KKR,30-April-2015,30-April-2015,Ronit More,35,0,31,1,808,3,1,0,1,0
30th match (N),Eden Gardens,KKR,30-April-2015,30-April-2015,Ravindra Jadeja,2,0,25,0,1250,1,3,1,0,0
30th match (N),Eden Gardens,KKR,30-April-2015,30-April-2015,Dwayne Bravo,2,0,27,0,1350,2,2,2,0,0
31st match (D/N),Delhi,KXIP,01-May-2015,01-May-2015,Zaheer Khan,4,0,17,2,425,13,2,0,0,0
31st match (D/N),Delhi,KXIP,01-May-2015,01-May-2015,JeanPaul Duminy,4,0,15,1,375,10,0,0,0,0
31st match (D/N),Delhi,KXIP,01-May-2015,01-May-2015,Nathan CoulterNile,4,0,20,4,500,14,3,0,1,0
31st match (D/N),Delhi,KXIP,01-May-2015,01-May-2015,Amit Mishra,2,0,10,1,500,5,1,0,0,0
31st match (D/N),Delhi,KXIP,01-May-2015,01-May-2015,Angelo Mathews,3,0,19,0,633,6,2,0,1,0
31st match (D/N),Delhi,KXIP,01-May-2015,01-May-2015,Imran Tahir,3,0,36,0,1200,5,1,3,1,0
31st match (D/N),Delhi,DC,01-May-2015,01-May-2015,Sandeep Sharma,3,0,10,0,333,13,0,1,0,0
31st match (D/N),Delhi,DC,01-May-2015,01-May-2015,Shardul Thakur,3,0,38,1,1266,6,4,2,2,0
31st match (D/N),Delhi,DC,01-May-2015,01-May-2015,Anureet Singh,3,0,24,0,800,6,3,0,2,1
31st match (D/N),Delhi,DC,01-May-2015,01-May-2015,Thisara Perera,2,0,22,0,1100,0,3,0,0,0
31st match (D/N),Delhi,DC,01-May-2015,01-May-2015,Axar Patel,25,0,23,0,811,3,1,1,1,0
32nd match (N),Wankhede,MI,01-May-2015,01-May-2015,Tim Southee,4,0,36,1,900,10,5,1,0,0
32nd match (N),Wankhede,MI,01-May-2015,01-May-2015,Dhawal Kulkarni,3,0,26,2,866,9,3,1,1,0
32nd match (N),Wankhede,MI,01-May-2015,01-May-2015,Rusty Theron,4,0,40,1,1000,5,4,1,2,0
32nd match (N),Wankhede,MI,01-May-2015,01-May-2015,Shane Watson,3,0,36,0,1200,5,3,2,0,1
32nd match (N),Wankhede,MI,01-May-2015,01-May-2015,Stuart Binny,2,0,17,0,850,3,1,1,0,0
32nd match (N),Wankhede,MI,01-May-2015,01-May-2015,Ankit Sharma,4,0,29,1,725,5,2,0,1,0
32nd match (N),Wankhede,RR,01-May-2015,01-May-2015,Mitchell McClenaghan,4,0,31,3,775,10,1,2,4,0
32nd match (N),Wankhede,RR,01-May-2015,01-May-2015,Lasith Malinga,4,0,34,1,850,4,2,1,0,0
32nd match (N),Wankhede,RR,01-May-2015,01-May-2015,Vinay Kumar,4,0,39,1,975,6,6,0,0,1
32nd match (N),Wankhede,RR,01-May-2015,01-May-2015,Jagadeesha Suchith,4,0,39,1,975,8,2,2,2,0
32nd match (N),Wankhede,RR,01-May-2015,01-May-2015,Harbhajan Singh,4,0,34,0,850,6,4,0,1,0
33rd match (D/N),Bengaluru,KKR,02-May-2015,02-May-2015,Mitchell Starc,2,0,15,1,750,6,1,0,3,1
33rd match (D/N),Bengaluru,KKR,02-May-2015,02-May-2015,Varun Aaron,2,0,29,0,1450,3,3,2,0,0
33rd match (D/N),Bengaluru,KKR,02-May-2015,02-May-2015,Harshal Patel,2,0,22,0,1100,7,2,2,1,0
33rd match (D/N),Bengaluru,KKR,02-May-2015,02-May-2015,David Wiese,2,0,20,1,1000,3,2,1,0,0
33rd match (D/N),Bengaluru,KKR,02-May-2015,02-May-2015,Yuzvendra Chahal,2,0,22,1,1100,1,3,0,0,0
33rd match (D/N),Bengaluru,RCB,02-May-2015,02-May-2015,Pat Cummins,2,0,18,0,900,4,1,1,2,0
33rd match (D/N),Bengaluru,RCB,02-May-2015,02-May-2015,Umesh Yadav,2,0,31,0,1550,2,3,2,1,0
33rd match (D/N),Bengaluru,RCB,02-May-2015,02-May-2015,Brad Hogg,2,0,23,1,1150,4,0,3,0,0
33rd match (D/N),Bengaluru,RCB,02-May-2015,02-May-2015,Piyush Chawla,2,0,21,1,1050,3,2,1,0,0
33rd match (D/N),Bengaluru,RCB,02-May-2015,02-May-2015,Andre Russell,14,0,22,1,1320,1,0,2,1,0
34th match (N),Hyderabad,SRH,02-May-2015,02-May-2015,Mohit Sharma,4,0,58,0,1450,4,8,2,0,1
34th match (N),Hyderabad,SRH,02-May-2015,02-May-2015,Ashish Nehra,4,0,31,1,775,9,4,0,0,0
34th match (N),Hyderabad,SRH,02-May-2015,02-May-2015,Ronit More,2,0,28,0,1400,2,4,1,1,0
34th match (N),Hyderabad,SRH,02-May-2015,02-May-2015,Suresh Raina,4,0,29,1,725,10,1,2,2,0
34th match (N),Hyderabad,SRH,02-May-2015,02-May-2015,Dwayne Bravo,4,0,25,3,625,11,4,0,0,0
34th match (N),Hyderabad,SRH,02-May-2015,02-May-2015,Pawan Negi,2,0,20,1,1000,3,2,1,0,0
34th match (N),Hyderabad,CSK,02-May-2015,02-May-2015,Trent Boult,4,0,44,0,1100,6,8,0,0,0
34th match (N),Hyderabad,CSK,02-May-2015,02-May-2015,Bhuvneshwar Kumar,4,1,32,2,800,10,2,2,1,0
34th match (N),Hyderabad,CSK,02-May-2015,02-May-2015,Praveen Kumar,4,0,33,0,825,5,2,1,2,0
34th match (N),Hyderabad,CSK,02-May-2015,02-May-2015,Moises Henriques,4,0,20,2,500,12,2,0,1,0
34th match (N),Hyderabad,CSK,02-May-2015,02-May-2015,Karn Sharma,2,0,19,0,950,2,1,1,0,0
34th match (N),Hyderabad,CSK,02-May-2015,02-May-2015,Ashish Reddy,2,0,19,1,950,2,1,1,0,0
35th match (D/N),Mohali,MI,03-May-2015,03-May-2015,Sandeep Sharma,3,0,24,0,800,6,4,0,0,0
35th match (D/N),Mohali,MI,03-May-2015,03-May-2015,Anureet Singh,4,0,30,1,750,12,4,0,2,0
35th match (D/N),Mohali,MI,03-May-2015,03-May-2015,Mitchell Johnson,4,0,41,1,1025,9,4,2,0,0
35th match (D/N),Mohali,MI,03-May-2015,03-May-2015,Axar Patel,3,0,24,0,800,3,0,1,0,0
35th match (D/N),Mohali,MI,03-May-2015,03-May-2015,Karanveer Singh,4,0,30,1,750,8,3,0,0,0
35th match (D/N),Mohali,MI,03-May-2015,03-May-2015,Murali Vijay,1,0,12,0,1200,1,2,0,0,0
35th match (D/N),Mohali,MI,03-May-2015,03-May-2015,Glenn Maxwell,1,0,8,0,800,3,0,1,0,0
35th match (D/N),Mohali,KXIP,03-May-2015,03-May-2015,Mitchell McClenaghan,4,0,25,0,625,10,2,0,1,0
35th match (D/N),Mohali,KXIP,03-May-2015,03-May-2015,Lasith Malinga,4,0,31,2,775,7,3,0,1,0
35th match (D/N),Mohali,KXIP,03-May-2015,03-May-2015,Vinay Kumar,3,0,17,0,566,9,1,1,0,0
35th match (D/N),Mohali,KXIP,03-May-2015,03-May-2015,Jagadeesha Suchith,4,0,33,1,825,6,1,2,1,0
35th match (D/N),Mohali,KXIP,03-May-2015,03-May-2015,Harbhajan Singh,4,0,27,1,675,9,3,0,0,0
35th match (D/N),Mohali,KXIP,03-May-2015,03-May-2015,Kieron Pollard,1,0,7,0,700,1,0,0,0,0
36th match (N),Brabourne,RR,03-May-2015,03-May-2015,Zaheer Khan,4,0,31,0,775,14,5,0,3,0
36th match (N),Brabourne,RR,03-May-2015,03-May-2015,Gurinder Sandhu,4,0,49,0,1225,5,6,1,0,0
36th match (N),Brabourne,RR,03-May-2015,03-May-2015,Nathan CoulterNile,4,0,38,1,950,8,2,3,0,0
36th match (N),Brabourne,RR,03-May-2015,03-May-2015,Angelo Mathews,4,0,27,1,675,9,3,0,0,0
36th match (N),Brabourne,RR,03-May-2015,03-May-2015,Amit Mishra,4,0,41,0,1025,6,4,1,1,0
36th match (N),Brabourne,DC,03-May-2015,03-May-2015,Tim Southee,4,1,31,0,775,12,1,2,1,0
36th match (N),Brabourne,DC,03-May-2015,03-May-2015,Dhawal Kulkarni,4,0,43,2,1075,8,6,1,3,0
36th match (N),Brabourne,DC,03-May-2015,03-May-2015,Stuart Binny,2,0,27,2,1350,6,2,2,3,0
36th match (N),Brabourne,DC,03-May-2015,03-May-2015,Shane Watson,4,1,25,1,625,15,2,1,3,0
36th match (N),Brabourne,DC,03-May-2015,03-May-2015,James Faulkner,4,0,22,2,550,10,1,0,1,0
36th match (N),Brabourne,DC,03-May-2015,03-May-2015,Rajat Bhatia,2,0,23,0,1150,3,1,2,0,0
37th match (D/N),Chennai,CSK,04-May-2015,04-May-2015,Mitchell Starc,4,1,24,3,600,13,3,0,1,0
37th match (D/N),Chennai,CSK,04-May-2015,04-May-2015,Yuzvendra Chahal,4,0,36,1,900,7,1,3,0,0
37th match (D/N),Chennai,CSK,04-May-2015,04-May-2015,David Wiese,4,0,29,2,725,9,4,0,0,0
37th match (D/N),Chennai,CSK,04-May-2015,04-May-2015,Harshal Patel,4,0,19,2,475,13,1,0,3,0
37th match (D/N),Chennai,CSK,04-May-2015,04-May-2015,Iqbal Abdulla,3,0,34,0,1133,4,3,2,1,0
37th match (D/N),Chennai,CSK,04-May-2015,04-May-2015,Virat Kohli,1,0,6,0,600,1,0,0,0,0
37th match (D/N),Chennai,RCB,04-May-2015,04-May-2015,Ishwar Pandey,4,0,28,2,700,14,6,0,0,0
37th match (D/N),Chennai,RCB,04-May-2015,04-May-2015,Ashish Nehra,4,0,19,3,475,13,2,0,1,0
37th match (D/N),Chennai,RCB,04-May-2015,04-May-2015,Mohit Sharma,4,0,29,1,725,8,3,0,0,0
37th match (D/N),Chennai,RCB,04-May-2015,04-May-2015,Ravindra Jadeja,2,0,11,0,550,5,1,0,0,0
37th match (D/N),Chennai,RCB,04-May-2015,04-May-2015,Pawan Negi,2,0,19,0,950,4,1,1,0,0
37th match (D/N),Chennai,RCB,04-May-2015,04-May-2015,Dwayne Bravo,34,0,17,2,463,13,2,0,0,0
38th match (N),Eden Gardens,KKR,04-May-2015,04-May-2015,Bhuvneshwar Kumar,4,0,42,2,1050,8,5,1,0,0
38th match (N),Eden Gardens,KKR,04-May-2015,04-May-2015,Dale Steyn,4,0,37,0,925,8,6,0,1,0
38th match (N),Eden Gardens,KKR,04-May-2015,04-May-2015,Praveen Kumar,1,0,10,0,1000,2,2,0,0,0
38th match (N),Eden Gardens,KKR,04-May-2015,04-May-2015,Moises Henriques,3,0,20,1,666,7,2,0,0,0
38th match (N),Eden Gardens,KKR,04-May-2015,04-May-2015,Karn Sharma,4,0,29,2,725,7,1,1,0,0
38th match (N),Eden Gardens,KKR,04-May-2015,04-May-2015,Bipul Sharma,4,0,23,1,575,8,0,1,0,0
38th match (N),Eden Gardens,SRH,04-May-2015,04-May-2015,Umesh Yadav,4,0,34,2,850,10,4,1,2,0
38th match (N),Eden Gardens,SRH,04-May-2015,04-May-2015,Andre Russell,2,0,10,1,500,8,2,0,0,0
38th match (N),Eden Gardens,SRH,04-May-2015,04-May-2015,Johan Botha,4,0,32,1,800,9,0,3,1,0
38th match (N),Eden Gardens,SRH,04-May-2015,04-May-2015,Brad Hogg,4,0,17,2,425,10,1,0,0,0
38th match (N),Eden Gardens,SRH,04-May-2015,04-May-2015,Yusuf Pathan,1,0,19,0,1900,1,1,2,0,0
38th match (N),Eden Gardens,SRH,04-May-2015,04-May-2015,Piyush Chawla,4,0,16,1,400,8,0,0,0,0
